GPSSecondsToday,Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),PANELT (deg C),Thermocouple 9 (deg C),EGT R (deg C),Thermocouple 11 (deg C),EGT L (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CTL TEMPERATURE (deg C),OIL T TEMPERATURE (deg C),CARB TEMPERATURE (deg C),FUEL PRESSURE (PSI),ELEV POSITION (%),GEAR CONTACT (V),GP Input 7,GP Input 8,FUEL L LEVEL (gal),FUEL R LEVEL (gal),OIL P PRESSURE (PSI),CTR TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
51959.560,1499.00,2,9,2021-03-29 14:25:59,-33.59004,+21.82586,8394,63.7,284.5,+26.8,,,,,14:25:59,+6.5,+0.7,308.1,69.7,+8015,+0.3,-0.01,+1.0,54,-159,+12,80.5,29.92,+9561,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5512,5512,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.9,+111.3,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.7,+24.3,,,,,
51959.680,1499.12,2,9,2021-03-29 14:25:59,-33.59004,+21.82586,8394,63.7,284.5,+26.8,,,,,14:25:59,+6.4,+0.8,308.1,69.8,+8014,+0.3,-0.01,+1.0,54,-172,+12,80.6,29.92,+9560,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5514,5514,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.9,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.6,+24.2,,,,,
51959.810,1499.25,2,9,2021-03-29 14:25:59,-33.59002,+21.82579,8393,64.1,284.7,+26.8,,,,,14:26:00,+6.4,+0.8,308.0,69.8,+8014,+0.2,-0.01,+1.0,53,-174,+12,80.6,29.92,+9560,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5514,5514,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.8,+111.1,+39.0,+4.8,-90,+4.998,,,+7.6,+7.5,+57.6,+25.7,,,,,
51959.940,1499.38,2,9,2021-03-29 14:25:59,-33.59002,+21.82579,8392,64.1,284.7,+26.8,,,,,14:26:00,+6.4,+0.8,308.0,69.8,+8013,+0.2,-0.01,+1.0,53,-175,+12,80.6,29.92,+9547,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5512,5512,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+745,,,+93.9,+111.2,+39.0,+4.8,-90,+4.998,,,+7.6,+7.5,+57.4,+28.0,,,,,
51960.060,1499.50,2,9,2021-03-29 14:26:00,-33.59001,+21.82573,8392,64.6,284.9,+26.8,,,,,14:26:00,+6.4,+0.8,307.9,70.0,+8013,+0.2,-0.01,+1.0,53,-181,+12,80.8,29.92,+9547,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5512,5512,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+745,,,+94.0,+111.4,+39.0,+4.8,-90,+4.998,,,+7.6,+7.5,+57.5,+28.5,,,,,
51960.180,1499.62,2,9,2021-03-29 14:26:00,-33.58999,+21.82565,8391,65.0,285.0,+26.8,,,,,14:26:00,+6.4,+0.5,307.9,70.3,+8013,+0.1,-0.01,+1.0,53,-189,+12,81.1,29.92,+9547,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5512,5512,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.4,+39.0,+4.8,-90,+4.998,,,+7.6,+7.5,+57.5,+28.1,,,,,
51960.310,1499.75,2,9,2021-03-29 14:26:00,-33.58999,+21.82565,8391,65.0,285.0,+26.8,,,,,14:26:00,+6.4,+0.2,307.8,70.5,+8012,+0.0,-0.01,+1.0,53,-198,+12,81.4,29.92,+9547,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5512,5512,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.3,+39.0,+4.8,-90,+4.998,,,+7.6,+7.5,+57.6,+28.1,,,,,
51960.440,1499.88,2,9,2021-03-29 14:26:00,-33.58997,+21.82558,8390,65.3,285.0,+26.8,,,,,14:26:00,+6.4,-0.1,307.8,70.7,+8011,-0.0,-0.01,+1.0,53,-194,+12,81.6,29.92,+9545,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5514,5514,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+39.0,+4.8,-90,+4.998,,,+7.6,+7.5,+57.7,+27.1,,,,,
51960.560,1500.00,2,9,2021-03-29 14:26:00,-33.58996,+21.82551,8388,65.7,285.1,+26.8,,,,,14:26:00,+6.4,-0.2,307.8,71.0,+8011,-0.0,-0.01,+1.0,52,-201,+12,81.9,29.92,+9545,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5514,5514,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.7,+111.0,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.8,+26.2,,,,,
51960.680,1500.12,2,9,2021-03-29 14:26:00,-33.58996,+21.82551,8388,65.7,285.1,+26.8,,,,,14:26:00,+6.4,-0.3,307.8,71.2,+8010,-0.1,-0.01,+1.0,52,-208,+12,82.1,29.92,+9545,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5513,5513,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.7,+111.1,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.8,+27.3,,,,,
51960.810,1500.25,2,9,2021-03-29 14:26:00,-33.58994,+21.82544,8387,65.9,285.1,+26.8,,,,,14:26:01,+6.3,-0.3,307.8,71.6,+8009,-0.1,-0.01,+1.0,51,-215,+12,82.6,29.92,+9543,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5513,5513,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.7,+27.3,,,,,
51960.940,1500.38,2,9,2021-03-29 14:26:00,-33.58994,+21.82544,8386,65.9,285.1,+26.8,,,,,14:26:01,+6.2,-0.3,307.8,71.6,+8008,-0.1,-0.01,+1.0,51,-225,+12,82.6,29.92,+9541,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5515,5515,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+745,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.7,+27.4,,,,,
51961.060,1500.50,2,9,2021-03-29 14:26:01,-33.58993,+21.82537,8386,66.4,285.2,+26.8,,,,,14:26:01,+6.1,-0.3,307.8,72.0,+8008,-0.1,-0.01,+1.0,50,-228,+12,83.0,29.92,+9541,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5515,5515,21.9,0.0,0.0,4.9,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.1,+39.0,+4.9,-90,+4.996,,,+7.6,+7.5,+57.7,+28.6,,,,,
51961.180,1500.62,2,9,2021-03-29 14:26:01,-33.58991,+21.82530,8385,66.6,285.2,+26.8,,,,,14:26:01,+6.0,-0.3,307.8,72.0,+8008,-0.1,-0.01,+1.0,50,-238,+12,83.0,29.92,+9540,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5514,5514,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.8,+27.3,,,,,
51961.310,1500.75,2,9,2021-03-29 14:26:01,-33.58991,+21.82530,8385,66.6,285.2,+26.8,,,,,14:26:01,+5.9,-0.3,307.8,72.1,+8007,-0.1,-0.01,+1.0,50,-240,+12,83.2,29.92,+9539,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5514,5514,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.4,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.9,+25.9,,,,,
51961.440,1500.88,2,9,2021-03-29 14:26:01,-33.58990,+21.82523,8384,67.0,285.3,+26.8,,,,,14:26:01,+5.9,-0.3,307.9,72.3,+8006,-0.0,-0.01,+1.0,50,-241,+12,83.4,29.92,+9538,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5515,5515,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.4,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.9,+25.7,,,,,
51961.560,1501.00,2,9,2021-03-29 14:26:01,-33.58988,+21.82516,8383,67.3,285.3,+26.8,,,,,14:26:01,+5.9,-0.3,308.0,72.5,+8006,-0.0,-0.01,+1.0,50,-241,+12,83.6,29.92,+9538,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5515,5515,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.7,+25.3,,,,,
51961.680,1501.12,2,9,2021-03-29 14:26:01,-33.58988,+21.82516,8383,67.3,285.3,+26.8,,,,,14:26:01,+5.9,-0.3,308.0,72.5,+8005,-0.0,-0.01,+1.0,50,-242,+12,83.7,29.92,+9537,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5519,5519,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.8,-90,+4.998,,,+7.6,+7.5,+57.7,+27.4,,,,,
51961.810,1501.25,2,9,2021-03-29 14:26:01,-33.58986,+21.82508,8381,67.7,285.4,+26.8,,,,,14:26:02,+5.9,-0.2,308.1,72.7,+8004,+0.0,-0.01,+1.0,50,-245,+12,83.8,29.92,+9536,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5519,5519,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.6,+110.9,+38.9,+4.8,-90,+4.998,,,+7.6,+7.5,+57.9,+27.2,,,,,
51961.940,1501.38,2,9,2021-03-29 14:26:01,-33.58986,+21.82508,8380,67.7,285.4,+26.8,,,,,14:26:02,+6.0,-0.1,308.1,72.7,+8004,+0.0,-0.01,+1.0,50,-245,+12,83.9,29.92,+9536,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.8,-90,+4.998,,,+7.6,+7.5,+58.0,+25.4,,,,,
51962.060,1501.50,2,9,2021-03-29 14:26:02,-33.58985,+21.82501,8380,67.8,285.3,+26.8,,,,,14:26:02,+6.1,-0.1,308.1,72.9,+8004,+0.1,-0.01,+1.0,50,-240,+12,84.1,29.92,+9535,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.1,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+58.0,+25.6,,,,,
51962.180,1501.62,2,9,2021-03-29 14:26:02,-33.58983,+21.82494,8379,68.3,285.4,+26.8,,,,,14:26:02,+6.1,-0.0,308.2,73.2,+8004,+0.1,-0.01,+1.0,50,-236,+12,84.4,29.92,+9535,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5513,5513,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.1,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+57.9,+27.8,,,,,
51962.310,1501.75,2,9,2021-03-29 14:26:02,-33.58983,+21.82494,8379,68.3,285.4,+26.8,,,,,14:26:02,+6.2,+0.0,308.2,73.4,+8003,+0.1,-0.01,+1.0,50,-238,+12,84.6,29.92,+9534,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5513,5513,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+57.9,+28.7,,,,,
51962.440,1501.88,2,9,2021-03-29 14:26:02,-33.58981,+21.82486,8378,68.5,285.4,+26.8,,,,,14:26:02,+6.2,+0.2,308.2,73.5,+8003,+0.1,-0.01,+1.0,50,-233,+12,84.8,29.92,+9534,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5518,5518,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.1,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+57.9,+28.4,,,,,
51962.560,1502.00,2,9,2021-03-29 14:26:02,-33.58979,+21.82479,8377,68.9,285.5,+26.8,,,,,14:26:02,+6.2,+0.2,308.2,74.0,+8002,+0.1,-0.01,+1.0,49,-229,+12,85.3,29.92,+9533,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5518,5518,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.3,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+57.9,+28.0,,,,,
51962.680,1502.12,2,9,2021-03-29 14:26:02,-33.58979,+21.82479,8377,68.9,285.5,+26.8,,,,,14:26:02,+6.1,+0.3,308.2,74.0,+8001,+0.1,-0.01,+1.0,49,-240,+12,85.3,29.92,+9532,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.3,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+58.0,+26.9,,,,,
51962.810,1502.25,2,9,2021-03-29 14:26:02,-33.58978,+21.82471,8376,69.3,285.7,+26.8,,,,,14:26:03,+6.1,+0.3,308.2,74.0,+8001,+0.1,-0.01,+1.0,48,-237,+12,85.4,29.92,+9532,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.1,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+58.1,+27.2,,,,,
51962.940,1502.38,2,9,2021-03-29 14:26:02,-33.58978,+21.82471,8375,69.3,285.7,+26.8,,,,,14:26:03,+6.1,+0.3,308.2,74.0,+8000,+0.1,-0.01,+1.0,48,-236,+12,85.3,29.92,+9531,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+110.9,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+58.0,+28.4,,,,,
51963.060,1502.50,2,9,2021-03-29 14:26:03,-33.58976,+21.82464,8375,69.6,285.7,+26.8,,,,,14:26:03,+6.1,+0.3,308.1,74.1,+8000,+0.0,-0.01,+1.0,48,-232,+12,85.4,29.92,+9531,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.6,+110.9,+38.9,+4.8,-90,+4.996,,,+7.6,+7.5,+57.9,+27.9,,,,,
51963.180,1502.62,2,9,2021-03-29 14:26:03,-33.58974,+21.82456,8374,70.0,285.9,+26.8,,,,,14:26:03,+6.2,+0.3,308.2,74.3,+7999,+0.0,-0.01,+1.0,48,-234,+12,85.7,29.92,+9530,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5518,5518,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.8,-90,+4.996,,,+7.7,+7.5,+57.9,+27.6,,,,,
51963.310,1502.75,2,9,2021-03-29 14:26:03,-33.58974,+21.82456,8374,70.0,285.9,+26.8,,,,,14:26:03,+6.3,+0.3,308.2,74.4,+7999,-0.0,-0.01,+1.0,48,-234,+12,85.8,29.92,+9529,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5518,5518,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.8,-90,+4.996,,,+7.7,+7.5,+58.0,+27.9,,,,,
51963.440,1502.88,2,9,2021-03-29 14:26:03,-33.58972,+21.82449,8374,70.3,286.0,+26.8,,,,,14:26:03,+6.4,+0.4,308.2,74.5,+7999,-0.0,-0.01,+1.0,48,-236,+12,86.0,29.92,+9529,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5518,5518,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.7,-90,+4.996,,,+7.7,+7.5,+58.0,+26.6,,,,,
51963.560,1503.00,2,9,2021-03-29 14:26:03,-33.58971,+21.82441,8373,70.4,286.0,+26.8,,,,,14:26:03,+6.4,+0.4,308.3,74.8,+7998,-0.0,-0.00,+1.0,48,-237,+12,86.3,29.92,+9528,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5518,5518,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+110.9,+38.9,+4.7,-90,+4.998,,,+7.7,+7.5,+58.0,+27.2,,,,,
51963.680,1503.12,2,9,2021-03-29 14:26:03,-33.58971,+21.82441,8373,70.4,286.0,+26.8,,,,,14:26:03,+6.5,+0.5,308.3,74.8,+7998,+0.0,-0.01,+1.0,48,-235,+12,86.3,29.92,+9528,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5519,5519,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.0,+38.9,+4.7,-90,+4.998,,,+7.7,+7.5,+58.0,+28.4,,,,,
51963.810,1503.25,2,9,2021-03-29 14:26:03,-33.58968,+21.82434,8372,70.8,286.1,+26.8,,,,,14:26:04,+6.5,+0.6,308.4,74.9,+7997,+0.1,-0.00,+1.0,48,-235,+12,86.4,29.92,+9527,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5519,5519,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.2,+38.9,+4.8,-90,+4.998,,,+7.7,+7.5,+58.0,+26.6,,,,,
51963.940,1503.38,2,9,2021-03-29 14:26:03,-33.58968,+21.82434,8372,70.8,286.1,+26.8,,,,,14:26:04,+6.5,+0.6,308.5,75.0,+7996,+0.1,-0.00,+1.0,48,-238,+12,86.5,29.92,+9526,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5517,5517,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.3,+38.9,+4.8,-90,+4.998,,,+7.7,+7.5,+57.9,+27.4,,,,,
51964.060,1503.50,2,9,2021-03-29 14:26:04,-33.58967,+21.82426,8372,71.1,286.2,+26.8,,,,,14:26:04,+6.6,+0.7,308.6,75.1,+7996,+0.1,-0.00,+1.0,48,-232,+12,86.6,29.92,+9526,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5517,5517,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.7,-90,+4.998,,,+7.7,+7.5,+58.0,+27.9,,,,,
51964.180,1503.62,2,9,2021-03-29 14:26:04,-33.58965,+21.82418,8371,71.3,286.3,+26.8,,,,,14:26:04,+6.6,+0.8,308.6,75.2,+7995,+0.2,-0.00,+1.0,47,-233,+12,86.8,29.92,+9525,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5516,5516,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.6,+110.8,+38.9,+4.7,-90,+4.998,,,+7.7,+7.5,+58.0,+27.0,,,,,
51964.310,1503.75,2,9,2021-03-29 14:26:04,-33.58965,+21.82418,8371,71.3,286.3,+26.8,,,,,14:26:04,+6.6,+0.8,308.7,75.3,+7995,+0.2,-0.00,+1.0,47,-233,+12,86.9,29.92,+9525,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.6,+110.8,+38.9,+4.8,-90,+4.998,,,+7.7,+7.5,+58.0,+28.1,,,,,
51964.440,1503.88,2,9,2021-03-29 14:26:04,-33.58963,+21.82411,8371,71.4,286.3,+26.8,,,,,14:26:04,+6.6,+0.8,308.7,75.4,+7995,+0.2,-0.01,+1.0,47,-228,+12,86.9,29.92,+9524,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5520,5520,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+110.9,+38.9,+4.8,-90,+4.996,,,+7.7,+7.5,+58.1,+29.4,,,,,
51964.560,1504.00,2,9,2021-03-29 14:26:04,-33.58961,+21.82403,8370,71.8,286.5,+26.8,,,,,14:26:04,+6.6,+0.8,308.7,75.5,+7995,+0.3,-0.01,+1.0,46,-221,+12,87.1,29.92,+9524,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5520,5520,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+110.9,+38.9,+4.8,-90,+4.996,,,+7.7,+7.5,+58.1,+27.9,,,,,
51964.680,1504.12,2,9,2021-03-29 14:26:04,-33.58961,+21.82403,8370,71.8,286.5,+26.8,,,,,14:26:04,+6.7,+0.8,308.7,75.6,+7995,+0.3,-0.01,+1.0,46,-213,+12,87.3,29.92,+9524,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+110.9,+38.9,+4.8,-90,+4.998,,,+7.7,+7.5,+58.0,+28.1,,,,,
51964.810,1504.25,2,9,2021-03-29 14:26:04,-33.58959,+21.82396,8370,71.9,286.5,+26.8,,,,,14:26:05,+6.7,+0.7,308.7,75.7,+7994,+0.3,-0.01,+1.0,46,-209,+12,87.3,29.92,+9523,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5516,5516,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.6,+110.8,+38.9,+4.8,-90,+4.998,,,+7.7,+7.5,+57.9,+27.7,,,,,
51964.940,1504.38,2,9,2021-03-29 14:26:04,-33.58959,+21.82396,8369,71.9,286.5,+26.8,,,,,14:26:05,+6.7,+0.4,308.6,75.8,+7994,+0.2,-0.01,+1.0,46,-201,+12,87.4,29.92,+9523,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5516,5516,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.7,+111.0,+38.9,+4.7,-90,+4.998,,,+7.7,+7.5,+57.9,+27.9,,,,,
51965.060,1504.50,2,9,2021-03-29 14:26:05,-33.58957,+21.82388,8369,72.2,286.7,+26.8,,,,,14:26:05,+6.7,+0.1,308.5,75.9,+7994,+0.2,-0.01,+1.0,46,-198,+12,87.6,29.92,+9523,295,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5516,5516,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.4,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.2,+38.9,+4.7,-90,+4.998,,,+7.7,+7.5,+57.9,+29.3,,,,,
